group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,21.85319927080628,1.7485864967349682,0.08613957688683924,0.6951664453507674,0.07499934527272269,0.003694648151890365
turbid,5.0,1583,25.670979894419975,2.265970657214491,0.11162716515020304,0.7827599217299789,0.07794193058988685,0.0038396069827215775
turbid,10.0,1583,28.057287430657816,2.458148415271895,0.12109430377733796,0.8227889595043787,0.07369478597430501,0.003630382422857618
turbid,15.0,1583,29.02681074546096,2.694075937456858,0.1327166610212721,0.8363975470230237,0.07843303726205644,0.003863800078702808
turbid,20.0,1583,29.084843251800056,2.690750183306588,0.1325528263720461,0.8377275818974175,0.0753523899505547,0.003712039981935596
turbid,25.0,1583,29.49126973396152,2.531975512120719,0.12473120415213554,0.8430525645077116,0.07487882539361235,0.003688711052746341
turbid,30.0,1583,29.46783312076417,2.6679142528737056,0.13142787350927448,0.8426467897164543,0.07561648911197844,0.003725050141892617
clear,0.0,2417,19.7958244951885,1.4335776456622304,0.05715299140074956,0.4566248411919196,0.07114352796109515,0.0028363063933667635
clear,5.0,2417,22.522998149305224,1.7620182580304338,0.07024705962309935,0.5304496249952344,0.07547203291382834,0.0030088725652028087
clear,10.0,2417,23.938141489403773,1.8366325117321471,0.07322173477452266,0.565445163178947,0.07654099133277874,0.0030514891416476854
clear,15.0,2417,24.398108337553857,1.9672034577011768,0.07842725689935214,0.5769432434796005,0.07833830234987534,0.003123143231271232
clear,20.0,2417,24.511478633983202,1.9712084778300831,0.07858692657729377,0.5801698413697165,0.07610661030241038,0.0030341715060327526
clear,25.0,2417,24.635128188537674,1.9086401264867368,0.07609249004844189,0.5827937637743597,0.0754957111381135,0.0030098165540778095
clear,30.0,2417,24.706216411251248,1.9274594957286102,0.0768427690805563,0.5842532735005064,0.07793096576482456,0.003106903786959959
