group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,18.994702206633924,1.362000298341558,0.06709541085783245,0.6062786863035442,0.06495353943657171,0.0031997675921758835
turbid,5.0,1583,19.900962268711265,1.7098741809620706,0.08423251509309113,0.6393826413930254,0.07306547664551652,0.0035993811315780605
turbid,10.0,1583,20.52458392737865,1.899321876229271,0.09356516426027552,0.6604579905129202,0.07883985406291723,0.003883840852872138
turbid,15.0,1583,20.679325585717727,2.047590161573355,0.10086921664151288,0.6662309560042277,0.07819967549201702,0.003852304116581235
turbid,20.0,1583,20.72424366288899,1.9232521684310195,0.0947440280161641,0.6671250259582558,0.0808379163469717,0.003982270207132496
turbid,25.0,1583,20.806484466403326,2.1016033153820075,0.10353003452160561,0.6721875509241301,0.07868797135320439,0.0038763587452523437
turbid,30.0,1583,20.969123780689735,1.9728123138337303,0.09718547999089408,0.6759894825165135,0.0791041489991714,0.0038968606571682246
clear,0.0,2417,17.556589989115693,1.1406851933674114,0.04547613534903743,0.3947068275463793,0.06382855408260409,0.0025446775161733124
clear,5.0,2417,18.36326162332733,1.3439573513849528,0.05358006465788326,0.4219267750124227,0.0657274647762977,0.002620382119182331
clear,10.0,2417,18.74106677603416,1.4305084098312786,0.05703062899534791,0.4355043641387504,0.07003711045713497,0.002792196421171805
clear,15.0,2417,18.908916605964002,1.5330198829031874,0.06111749332159131,0.440794297811114,0.07373206743175421,0.0029395046920809827
clear,20.0,2417,18.91099697487089,1.4855117303996064,0.059223467532532374,0.4417119961190332,0.070939589422506,0.002828175897207357
clear,25.0,2417,18.90801243866876,1.5176874762103412,0.06050623036661949,0.4420941490918879,0.07579304306348758,0.0030216704003103397
clear,30.0,2417,19.021501797607826,1.5808006251733415,0.06302238655172121,0.4448272797949905,0.07606551681872628,0.003032533216312813
