group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,21.618265172460752,1.579447397096506,0.077807377990712,0.6812600962963574,0.07014476465661945,0.0034554998335114854
turbid,5.0,1583,24.59747233122719,2.015029615413343,0.0992652058163893,0.7583040772400095,0.07214379544004366,0.003553976898380429
turbid,10.0,1583,26.282999423057763,2.193446102525953,0.10805443113536178,0.7916798517060898,0.07221199781417026,0.003557336711384197
turbid,15.0,1583,27.00588725265339,2.422968019321915,0.11936123284976231,0.8058425511880081,0.07453752128194244,0.0036718975912310645
turbid,20.0,1583,27.155633666134303,2.452077271142549,0.12079522461396948,0.8089283977176898,0.07637390191968875,0.0037623621186845375
turbid,25.0,1583,27.26563697786024,2.2091354104217134,0.10882732418143741,0.811786838595956,0.07116291447978738,0.003505656342862815
turbid,30.0,1583,27.36975200313296,2.242607028607593,0.11047621660605192,0.8130248968388865,0.07171976505174325,0.0035330881414881838
clear,0.0,2417,19.679930829390248,1.40988092669742,0.05620826519124161,0.4516062798655916,0.06997127480515364,0.0027895717259117073
clear,5.0,2417,21.769569973833164,1.588504517017722,0.06332952057105143,0.5109240951299372,0.07218852631745987,0.0028779677447807084
clear,10.0,2417,22.95665549127139,1.6803596566936478,0.06699154475502071,0.543457812090575,0.07517468669754665,0.002997018149229168
clear,15.0,2417,23.38650161055035,1.8041620757897467,0.0719272234156089,0.5551471498863826,0.07487366252040664,0.0029850171025753236
clear,20.0,2417,23.473555138350815,1.7425697164293494,0.06947169713453988,0.5583310468437557,0.07239795356107973,0.0028863170612547103
clear,25.0,2417,23.59799053158995,1.8031887601088663,0.07188841986499,0.5610232449386748,0.07554701243551393,0.0030118618026334395
clear,30.0,2417,23.64364436997527,1.7755760012711583,0.07078757138763148,0.5615920917056639,0.07479131602696135,0.002981734163247969
