group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,23.25152743201578,1.7225886870881364,0.08485886224839026,0.7267557587415752,0.07453120448052376,0.0036715864103987186
turbid,5.0,1583,27.060348152888402,2.4839735807940913,0.12236651355092845,0.7977847734810956,0.07583704429270534,0.003735915220619629
turbid,10.0,1583,29.321452261900042,2.8951119496285025,0.14262017855375805,0.8265908773534296,0.07582498209468849,0.0037353210077308557
turbid,15.0,1583,30.544425179968886,3.326093327229716,0.16385135789890115,0.8389345683858731,0.07926950138245081,0.0039050063133079208
turbid,20.0,1583,30.823630201010786,3.4246576272716767,0.16870687240597035,0.8415588534525957,0.08189468164540956,0.004034329007681456
turbid,25.0,1583,31.013291346296356,3.122782532633564,0.1538357791124123,0.8448484992197776,0.07552285003647143,0.003720437255793297
turbid,30.0,1583,31.18249424966317,3.071931503241542,0.15133073508727082,0.8456809780526899,0.07659085764584511,0.0037730498796212605
clear,0.0,2417,20.659597795365713,1.523313311725669,0.060730517714990516,0.4796457161551228,0.07170820340318748,0.002858818526409414
clear,5.0,2417,22.98539732387355,1.7998664594103904,0.0717559684251777,0.5368373410165137,0.07432432020190766,0.002963116261068593
clear,10.0,2417,24.316756835198866,1.9846471035395947,0.07912268943739251,0.5669250837968409,0.07712458057051773,0.0030747553182562492
clear,15.0,2417,24.771231171904294,2.1424304376997934,0.08541309830901922,0.576704893432277,0.07814692877931692,0.0031155136675252073
clear,20.0,2417,24.883372263815662,2.1262396027062147,0.08476761206280232,0.5790606782635629,0.07516201880455184,0.0029965131134666555
clear,25.0,2417,25.055334192985438,2.198993260756237,0.08766811013173335,0.5822467450445528,0.07916131225457035,0.003155954483698398
clear,30.0,2417,25.05893518118805,2.172657867208143,0.0866181868676926,0.5823738645017763,0.07766987281224075,0.0030964946937943596
