snr_db,n,l2_mean,l2_std,l2_ci95,l2_norm_mean,l2_norm_std,l2_norm_ci95,token_acc_mean,token_acc_std,token_acc_ci95
0.0,500,13.918303817749024,2.186656779710656,0.19166891755343735,0.12646539823222952,0.019868543183449223,0.0017415545963456354,0.2139765625,0.06496198836146774,0.005694169339647848
5.0,500,7.980421031475067,2.420164462370348,0.21213676837990172,0.07251222110264134,0.02199025589101239,0.0019275309149848212,0.451671875,0.09628734449811732,0.008439957868692644
10.0,500,5.091225738763809,2.369372986492249,0.2076846992244557,0.04626022674701699,0.02152875107635709,0.0018870782343943235,0.61275,0.11353278794541499,0.00995158763562385
15.0,500,3.7929820170402526,2.5383252214082357,0.22249401556758394,0.03446404012685638,0.023063895872063308,0.0020216396086396855,0.711859375,0.12550757359847564,0.011001223877284177
20.0,500,3.678148932337761,3.132530019939058,0.27457836259278623,0.03342063627698378,0.028462998195284146,0.00249489179327788,0.7332734375,0.15257142318142322,0.013373474887375942
25.0,500,3.4804444407224655,3.0267471730601505,0.2653060872429784,0.03162424085468062,0.02750182720549585,0.002410641441368118,0.74315625,0.1493359713783237,0.013089875032725472
30.0,500,2.958752150774002,2.14811950377432,0.18829097638191383,0.02688400640751461,0.019518383278054788,0.0017108617273685269,0.769765625,0.12312779525586319,0.01079262710838202
