group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,21.52414115982875,1.3783859894602613,0.0679026094165535,0.6929025083535545,0.06916971291734302,0.003407466439440972
turbid,5.0,1583,23.655166519945812,1.8219212402307463,0.08975222275115684,0.7568524482878265,0.06958690453291103,0.0034280183019384054
turbid,10.0,1583,24.753212667912226,2.089805823298223,0.10294886168381887,0.7862673633774849,0.07012704160619124,0.0034546267534162883
turbid,15.0,1583,25.185310928865242,2.292419869243136,0.11293011695578542,0.7991686286763608,0.07352163642634313,0.003621852659630329
turbid,20.0,1583,25.300285618891085,2.3678149127334414,0.11664425815368815,0.8018729647766241,0.07610600220138194,0.0037491647341535792
turbid,25.0,1583,25.473618159773075,2.3517983785383096,0.11585524515299392,0.8052039426937935,0.07013782338718486,0.0034551578898825773
turbid,30.0,1583,25.48819811827611,2.2223758934355318,0.10947958222341438,0.8058085215671561,0.07056927533393545,0.0034764122505959276
clear,0.0,2417,19.484884644422742,1.255618001252876,0.05005820580794694,0.46127904454045027,0.06848431880104029,0.002730290678963514
clear,5.0,2417,20.992384769722207,1.3608270563536726,0.05425261567451482,0.5111918565306626,0.07031653317645013,0.0028033362741979144
clear,10.0,2417,21.752465944522957,1.512267754881837,0.060290160251812865,0.5376647111177938,0.07306281717672684,0.0029128234347481374
clear,15.0,2417,22.059441940124536,1.6173503831301181,0.06447952981042358,0.5474654100234222,0.07442978750429437,0.002967320966579039
clear,20.0,2417,22.10896209019198,1.6018852176333473,0.0638629741091523,0.5502605895316448,0.07090796919801311,0.0028269152815553204
clear,25.0,2417,22.200463137549708,1.6540911934188038,0.06594428982592718,0.5529167189867377,0.07541580000123195,0.0030066307060472998
clear,30.0,2417,22.202518680937093,1.6424618196610425,0.0654806571092867,0.5530061882712104,0.07417995034832117,0.0029573606125862647
