group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,15.868883588384843,1.2544899302690318,0.061799191520666076,0.49603863370170037,0.04880800496485658,0.0024043997275593376
turbid,5.0,1583,15.855697889081,1.2841025496515959,0.0632579803817765,0.4945223576760488,0.048935157902814434,0.00241066358713738
turbid,10.0,1583,15.839169531175779,1.2526360128713163,0.061707863090233524,0.49395080160206056,0.048742799292806414,0.0024011875393081354
turbid,15.0,1583,15.849926191270916,1.255069495049577,0.06182774227584342,0.49489468979971063,0.04773711327726252,0.002351645027100864
turbid,20.0,1583,15.859908984118599,1.281612335518446,0.06313530644360549,0.49592981998180935,0.048444098814918235,0.002386472835271916
turbid,25.0,1583,15.843926183347527,1.2932405951900614,0.06370814248569638,0.49521828942184426,0.04853170550571631,0.00239078855159015
turbid,30.0,1583,15.86339854651889,1.2569070748237536,0.06191826587564185,0.4973292144430791,0.047668851832930965,0.002348282304156712
clear,0.0,2417,15.259307117959315,0.7550228704130758,0.030100787181397567,0.3248230982934043,0.05174820237326112,0.002063065488076173
clear,5.0,2417,15.263754721954435,0.766779033685488,0.03056947466438605,0.32513260364803737,0.05236430369503993,0.00208762783644437
clear,10.0,2417,15.257259519622007,0.7409133526405612,0.02953827760937593,0.3248122548780808,0.051966937510983566,0.0020717858859444853
clear,15.0,2417,15.252011099875737,0.7533520962887741,0.030034177786749328,0.32496994191277456,0.05222828804809705,0.0020822052483316046
clear,20.0,2417,15.242704438038684,0.7413781954273146,0.029556809675549255,0.32521249437731653,0.05202580222287185,0.0020741326680546405
clear,25.0,2417,15.258930086744291,0.7437957831240924,0.029653192574140477,0.3257120255601273,0.05229440881151668,0.0020848413102390762
clear,30.0,2417,15.266387066665542,0.7523938360631104,0.029995974457754378,0.32576206898610355,0.05215738853815967,0.0020793786702986462
