group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,18.798027316302495,1.4855752257915333,0.07318300903169399,0.5928832386312647,0.06400964974493849,0.003153269315529602
turbid,5.0,1583,20.10466649060903,1.8106947873892278,0.08919918068002444,0.6388119314753098,0.07255823940417278,0.0035743934049587696
turbid,10.0,1583,20.982117570357765,2.114783971063931,0.10417934532530451,0.6653204261315299,0.07893664551997162,0.003888609032869235
turbid,15.0,1583,21.243550118056568,2.285379367798897,0.11258328491938897,0.6743817351621988,0.0794785896640225,0.003915306505000017
turbid,20.0,1583,21.30977893583547,2.170843300165783,0.1069409627222193,0.6761058906136777,0.08296827938932667,0.004087217014983564
turbid,25.0,1583,21.4840375987021,2.3430997595978527,0.11542673026029064,0.6815866030663233,0.07974057376685705,0.003928212472083363
turbid,30.0,1583,21.646374143984826,2.222358387268703,0.10947871982752698,0.6864552129241235,0.08096748827123135,0.003988653231794404
clear,0.0,2417,17.521792301719326,1.1851062536621069,0.04724708684560749,0.38672998025982547,0.06241728819176096,0.002488414036083771
clear,5.0,2417,18.57164130370677,1.4604564700078404,0.05822457982941626,0.41900195992703176,0.06659358425472944,0.0026549120375670195
clear,10.0,2417,19.168490646592733,1.6041122549978015,0.06395176026435284,0.4373807738980923,0.07090536104140208,0.002826811301172526
clear,15.0,2417,19.37748063237005,1.7169616253747964,0.06845076951875358,0.44458044902643096,0.07502419743674225,0.0029910185359855574
clear,20.0,2417,19.497849099834347,1.6539334723619612,0.06593800189988933,0.44791990376771557,0.07131758675942183,0.002843245662428394
clear,25.0,2417,19.48936901873777,1.765887418391893,0.07040131292743602,0.4479366475434948,0.07702474429518978,0.0030707751070674335
clear,30.0,2417,19.586109602505577,1.7547614158023186,0.06995774830277078,0.45088740795493176,0.07709116340767636,0.003073423063371912
