group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,15.756848311770662,1.3013716542866711,0.0641086980152808,0.48510054962513044,0.048028285073504554,0.0023659888501696698
turbid,5.0,1583,15.733047883569329,1.2907560851448474,0.06358574954461771,0.48513461573170624,0.047192624493397235,0.0023248221998919366
turbid,10.0,1583,15.746220880268648,1.2924281880644721,0.06366812135652217,0.4846186950021504,0.04713166452463573,0.0023218191651973668
turbid,15.0,1583,15.732831747714132,1.2920145276768344,0.06364774345080662,0.4848880852164909,0.04667948897453618,0.0022995439099343998
turbid,20.0,1583,15.752378383017158,1.2933451888606398,0.06371329502149915,0.48498983542827284,0.04705356361732792,0.002317971726639117
turbid,25.0,1583,15.746627002747392,1.299277436964718,0.0640055318325618,0.48568160437513436,0.04755950819523449,0.0023428957735481147
turbid,30.0,1583,15.789714793351656,1.3045138704839323,0.0642634911434586,0.48766039798550415,0.04750714046293089,0.002340316013089265
clear,0.0,2417,15.19781353910649,0.7414496633811236,0.029559658915952688,0.3207725369466648,0.05195593132440419,0.0020713470980707836
clear,5.0,2417,15.199511573785191,0.749138121556368,0.029866177635259155,0.3199441174139994,0.05113963454183785,0.002038803480265609
clear,10.0,2417,15.198223757161845,0.7536535811384408,0.030046197199211984,0.3198224175405443,0.05179387824955053,0.002064886465804648
clear,15.0,2417,15.196653091073973,0.7506005626115765,0.029924481335310102,0.31949593455992703,0.051617899014335646,0.002057870633946932
clear,20.0,2417,15.191465945593029,0.7443545287550799,0.02967546830112301,0.32018890494791297,0.051117747352123814,0.0020379308952547465
clear,25.0,2417,15.205510270856953,0.7540487087671143,0.030061949904363398,0.32038766272708213,0.051480307055978856,0.002052385202420727
clear,30.0,2417,15.223692960269599,0.7525698725436291,0.03000299257183264,0.32102770261839497,0.05101120073246096,0.0020336831601873114
