group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,15.828051025477377,1.3115603555826416,0.06461061794906736,0.48886871315298847,0.04829660279662583,0.002379206826623259
turbid,5.0,1583,15.78934672326132,1.2869483898309124,0.06339817331440617,0.48746153249141166,0.04739343747712329,0.0023347147305067192
turbid,10.0,1583,15.81057617141714,1.3052359162119873,0.06429906085283457,0.4885397040610515,0.047744440788447896,0.002352005997927483
turbid,15.0,1583,15.807575721644332,1.319492357572655,0.065001367446768,0.4890869682677095,0.048127018503890825,0.0023708526964443264
turbid,20.0,1583,15.814891359735274,1.3142332677421207,0.06474229203147801,0.4886533848409478,0.04763753251087259,0.002346739439016481
turbid,25.0,1583,15.829663103167498,1.3120086445119146,0.06463270174003952,0.4894170412065406,0.047974929090580085,0.002363360406108094
turbid,30.0,1583,15.883548934777478,1.2999982266541823,0.06404103966645551,0.4898332623236554,0.04807559342371639,0.0023683193732968195
clear,0.0,2417,15.262427306737493,0.7670254579838366,0.030579298956671202,0.3228849783126707,0.052126227181137345,0.0020781363484925542
clear,5.0,2417,15.267935910301855,0.763888125150161,0.030454221701869618,0.3229321517947295,0.05227700977189264,0.0020841476560341417
clear,10.0,2417,15.278932193019047,0.7699142787678731,0.030694468686003916,0.3226415085666772,0.05211817194230894,0.002077815207187872
clear,15.0,2417,15.26150363745352,0.7605675354499825,0.030321838475084538,0.3229681989983384,0.05203234557102164,0.0020743935342321155
clear,20.0,2417,15.251641052934223,0.7610952969168873,0.03034287894448006,0.3228942076924126,0.051757420234371104,0.0020634329800905374
clear,25.0,2417,15.275631854886303,0.7524771629973641,0.029999296484692548,0.3222717418311103,0.05174717583645392,0.0020630245627384406
clear,30.0,2417,15.305098848496778,0.761891538863387,0.03037462302842202,0.3237739911023181,0.05198821161491365,0.002072634028828586
