group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,23.08294776053799,1.778051413514965,0.0875910895624627,0.72280806845227,0.07606193487208937,0.0037469938715128785
turbid,5.0,1583,27.01874678268963,2.4317809543850797,0.11979537922964668,0.7990277995057146,0.07526101084372543,0.0037075384273294793
turbid,10.0,1583,29.60841036595955,2.862330496416567,0.14100528531588588,0.8307983865484887,0.07508204932480773,0.0036987223524327663
turbid,15.0,1583,30.87019647560915,3.3059911327706866,0.16286107544594214,0.8433125642606599,0.07791271091577756,0.003838167551289821
turbid,20.0,1583,31.15917013147852,3.3995210982567357,0.16746858652317656,0.8453902177846816,0.08028348663735099,0.00395495766600891
turbid,25.0,1583,31.383170840563988,3.0790189455393975,0.15167987954302817,0.8493654742243918,0.07390340267426654,0.0036406593833052535
turbid,30.0,1583,31.548563226445598,3.0752242733407926,0.15149294486280365,0.849543763803517,0.07545751982193814,0.003717218932279801
clear,0.0,2417,20.617812671590354,1.501506970578288,0.05986115592503155,0.47832754133504235,0.0718685208679131,0.002865209964439002
clear,5.0,2417,23.05583999548562,1.7701545625394741,0.0705714328044517,0.5395263735302036,0.0738884170874388,0.002945737943941383
clear,10.0,2417,24.491402642214943,1.994850209934067,0.07952946060447137,0.5711820651960117,0.07731052381100156,0.0030821683889445074
clear,15.0,2417,24.975505070494975,2.130138407873274,0.08492304722800623,0.5814098762267377,0.07803731639476194,0.0031111437084296242
clear,20.0,2417,25.102731046570103,2.128811218913429,0.08487013567526354,0.5838435501982271,0.07529544282292006,0.0030018323801262086
clear,25.0,2417,25.258775247045918,2.1872235452561384,0.08719888235687108,0.5868098855536488,0.07920479595063369,0.0031576880649346155
clear,30.0,2417,25.26859637376046,2.149812813338863,0.0857074143181266,0.5872515655767341,0.07738394549863133,0.00308509551960564
