group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,23.532651585562654,1.6991839730883762,0.08370588973895975,0.7287170118496378,0.07483696456965161,0.0036866488878658245
turbid,5.0,1583,26.93125462004902,2.290518288849163,0.11283644053150843,0.793018971036223,0.07397756385215931,0.0036443127413158757
turbid,10.0,1583,29.043999491804247,2.670666499766042,0.1315634558114578,0.8214351827406988,0.07361260424016947,0.0036263339529537947
turbid,15.0,1583,30.133505971237444,3.1817398390114415,0.15674015784075146,0.8332063858070783,0.0779645660725788,0.003840722061046473
turbid,20.0,1583,30.4184580481813,3.257178227833363,0.16045643433395265,0.8361317401284744,0.07992811787829358,0.00393745134613216
turbid,25.0,1583,30.661272040515932,2.9402550427454006,0.1448440359080918,0.8397410585017273,0.07403840754798599,0.0036473100481259923
turbid,30.0,1583,30.720429360828895,2.900838839450877,0.14290229892189427,0.8401162991099017,0.07440660658382628,0.0036654484182990707
clear,0.0,2417,20.77495752507416,1.4884683071475995,0.059341338514941305,0.48200717769381324,0.07150554722777513,0.0028507391547160166
clear,5.0,2417,22.92235110483734,1.7454868176466667,0.06958799433078378,0.5348360134418907,0.07302054268890555,0.0029111380614820067
clear,10.0,2417,24.084344306759565,1.9195578306126901,0.07652775035813951,0.5614372322418298,0.07616866202686388,0.003036645345998676
clear,15.0,2417,24.563799285573015,2.0636937198529237,0.08227407129388559,0.5713601505578821,0.07667023787158282,0.0030566418631226594
clear,20.0,2417,24.68210734145228,2.06798018571302,0.08244496147704587,0.5741230869372127,0.07375677857310371,0.0029404898606578815
clear,25.0,2417,24.821668577529596,2.122806386747651,0.08463073872165444,0.5765312538938084,0.07791953237808937,0.0031064479677333306
clear,30.0,2417,24.83753591891799,2.096310756582262,0.08357442724275971,0.5772929714023943,0.0763886770723556,0.0030454167704423198
