snr_db,video_path,psnr,ssim
0.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,17.34116554260254,0.31878435611724854
0.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,17.140228271484375,0.3261314630508423
0.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,17.753713607788086,0.319330632686615
0.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,16.595041275024414,0.29904329776763916
5.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,17.539079666137695,0.33495664596557617
5.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,17.626192092895508,0.3323593735694885
5.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,17.634504318237305,0.3233042359352112
5.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.280811309814453,0.3717186450958252
10.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.638891220092773,0.38707008957862854
10.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.243154525756836,0.36569124460220337
10.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.01412582397461,0.36660635471343994
10.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.83759880065918,0.39598262310028076
15.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,20.21856117248535,0.40540483593940735
15.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.712011337280273,0.3833845853805542
15.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,20.240318298339844,0.40827837586402893
15.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.597871780395508,0.3820885419845581
20.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.189311981201172,0.3672821521759033
20.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.217021942138672,0.38686317205429077
20.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,18.581424713134766,0.3671780228614807
20.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,20.261499404907227,0.40766268968582153
25.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.719757080078125,0.3833773136138916
25.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.340320587158203,0.3814268708229065
25.0,/home/cps-tingcong/10_sec_clips/clear/coral_clip.mp4,19.11747932434082,0.3699870705604553
