group,snr_db,n,psnr_mean,psnr_std,psnr_ci95,ssim_mean,ssim_std,ssim_ci95
turbid,0.0,1583,15.72881926875738,1.3133213947083469,0.06469737097241089,0.48473552023769556,0.04691963198481395,0.0023113739322617394
turbid,5.0,1583,15.725952497254575,1.3109521573240492,0.06458065663988632,0.4836172699664713,0.04713112030096652,0.0023217923554303436
turbid,10.0,1583,15.746680089814408,1.2908720394098947,0.06359146173063085,0.48484237397010765,0.0464590198872756,0.0022886830723786284
turbid,15.0,1583,15.743082063377317,1.2880697645910355,0.06345341493244963,0.48623316521819304,0.04715911384864593,0.0023231713849248344
turbid,20.0,1583,15.743313787560334,1.3029730591164286,0.0641875870692209,0.48505300812456176,0.046975013313796506,0.002314102149741913
turbid,25.0,1583,15.74664387730052,1.306886346882233,0.06438036503760408,0.48495276083090755,0.04779412650344552,0.002354453635762504
turbid,30.0,1583,15.76345323838543,1.2957322283756696,0.0638308863298049,0.48601588616247654,0.04679275331566577,0.0023051235838249893
clear,0.0,2417,15.190481454220299,0.7485234423490131,0.029841671982873685,0.3199712426876006,0.051918564700004555,0.00206985738848341
clear,5.0,2417,15.19723515319193,0.7562310482371694,0.03014895407141565,0.32042372494282484,0.05152354636503576,0.00205410904058616
clear,10.0,2417,15.192286648827245,0.7593231342783707,0.03027222745493826,0.31992056331434277,0.05144219163603171,0.0020508656403132497
clear,15.0,2417,15.194587079759565,0.7572705692556825,0.0301903970556947,0.32022038290803473,0.052021737477376685,0.00207397061728255
clear,20.0,2417,15.191628848712307,0.7500020500914815,0.029900620206463863,0.32031567659834764,0.05118433718713748,0.0020405856578198777
clear,25.0,2417,15.200471935658895,0.7585646280827154,0.03024198779668963,0.3197684996400335,0.05095543814206894,0.002031460051548026
clear,30.0,2417,15.204861214795189,0.75686486293135,0.030174222605614538,0.3203185776762593,0.051791172387977986,0.0020647785901805717
